Time_(s), Base_Joint_Velocity_(rad/s), Shoulder_Joint_Velocity_(rad/s), Elbow_Joint_Velocity_(rad/s), Wrist_Pitch_Joint_Velocity_(rad/s), Wrist_Roll_Joint_Velocity_(rad/s)
13.567, 0.00001, -0.00000, -0.00000, -0.00000, -0.00001
13.578, 0.00001, -0.00000, -0.00000, -0.00000, -0.00001
13.589, 0.00001, -0.00000, -0.00000, -0.00000, -0.00001
13.600, 0.00001, -0.00000, -0.00000, -0.00000, -0.00001
13.611, 0.00001, -0.00000, -0.00000, -0.00000, -0.00001
13.622, 0.00001, -0.00000, -0.00000, -0.00000, -0.00001
13.633, 0.00001, -0.00000, -0.00000, -0.00000, -0.00001
13.644, 0.00001, -0.00000, -0.00000, -0.00000, -0.00002
13.656, 0.00001, 0.00000, 0.00000, 0.00000, -0.00002
13.667, 0.00001, 0.00000, 0.00000, 0.00000, -0.00002
13.678, 0.00001, 0.00000, 0.00000, 0.00000, -0.00002
13.689, 0.00001, 0.00000, 0.00000, 0.00000, -0.00002
13.700, 0.00001, 0.00000, 0.00000, 0.00000, -0.00002
13.711, 0.00001, 0.00000, 0.00000, 0.00000, -0.00002
13.722, 0.00001, 0.00000, 0.00000, 0.00000, -0.00002
13.733, 0.00001, 0.00000, 0.00000, 0.00000, -0.00002
13.744, 0.00001, 0.00000, 0.00000, 0.00000, -0.00002
13.756, 0.00001, 0.00000, 0.00000, 0.00000, -0.00002
13.767, 0.00000, 0.00000, 0.00000, 0.00000, -0.00002
13.778, 0.00000, 0.00000, 0.00000, 0.00000, -0.00002
13.789, 0.00000, 0.00000, 0.00000, 0.00000, -0.00002
13.800, 0.00000, 0.00000, 0.00000, 0.00000, -0.00002
13.811, 0.00000, 0.00000, 0.00000, 0.00000, -0.00002
13.822, 0.00000, 0.00000, 0.00000, 0.00000, -0.00002
13.833, 0.00000, 0.00000, 0.00000, 0.00000, -0.00002
13.844, 0.00000, 0.00000, 0.00000, 0.00001, -0.00002
13.856, 0.00000, 0.00000, 0.00000, 0.00001, -0.00002
13.867, 0.00000, 0.00000, 0.00000, 0.00001, -0.00002
13.878, 0.00000, 0.00000, 0.00000, 0.00001, -0.00002
13.889, 0.00000, 0.00000, 0.00000, 0.00001, -0.00002
13.900, 0.00000, 0.00000, 0.00000, 0.00001, -0.00002
13.911, 0.00000, 0.00000, 0.00000, 0.00001, -0.00002
13.922, 0.00000, 0.00000, 0.00000, 0.00001, -0.00001
13.933, 0.00000, 0.00000, 0.00000, 0.00001, -0.00001
13.944, 0.00000, 0.00000, 0.00000, 0.00001, -0.00001
13.956, 0.00000, 0.00000, 0.00000, 0.00001, -0.00001
13.967, 0.00000, 0.00000, 0.00000, 0.00001, -0.00001
13.978, 0.00000, 0.00000, 0.00000, 0.00001, -0.00001
13.989, -0.00000, 0.00000, 0.00000, 0.00001, -0.00001
14.000, -0.00000, 0.00000, 0.00000, 0.00001, -0.00001
14.011, -0.00000, 0.00000, 0.00000, 0.00001, -0.00001
14.022, -0.00000, 0.00000, 0.00000, 0.00001, -0.00001
14.033, -0.00000, 0.00000, 0.00000, 0.00001, -0.00000
14.044, -0.00000, 0.00000, 0.00000, 0.00001, -0.00000
14.056, -0.00000, 0.00000, 0.00000, 0.00001, -0.00000
14.067, -0.00000, 0.00000, 0.00000, 0.00001, -0.00000
14.078, -0.00000, 0.00000, 0.00000, 0.00001, 0.00000
14.089, -0.00000, 0.00000, 0.00000, 0.00001, 0.00000
14.100, -0.00000, 0.00000, 0.00000, 0.00001, 0.00000
14.111, -0.00000, 0.00000, 0.00000, 0.00001, 0.00001
14.122, -0.00001, 0.00000, 0.00000, 0.00001, 0.00001
14.133, -0.00001, 0.00000, 0.00000, 0.00000, 0.00001
14.144, -0.00001, 0.00000, 0.00000, 0.00000, 0.00001
14.156, -0.00001, 0.00000, 0.00000, 0.00000, 0.00001
14.167, -0.00001, 0.00000, 0.00000, 0.00000, 0.00001
14.178, -0.00001, 0.00000, 0.00000, 0.00000, 0.00002
14.189, -0.00001, 0.00000, 0.00000, 0.00000, 0.00002
14.200, -0.00001, 0.00000, 0.00000, 0.00000, 0.00002
14.211, -0.00001, 0.00000, 0.00000, 0.00000, 0.00002
14.222, -0.00001, 0.00000, 0.00000, 0.00000, 0.00003
14.233, -0.00001, 0.00000, 0.00000, 0.00000, 0.00003
14.244, -0.00001, 0.00000, 0.00000, 0.00000, 0.00003
14.256, -0.00001, 0.00000, 0.00000, 0.00000, 0.00003
14.267, -0.00001, 0.00000, 0.00000, 0.00000, 0.00003
14.278, -0.00001, 0.00000, 0.00000, 0.00000, 0.00004
14.289, -0.00001, 0.00000, 0.00000, 0.00000, 0.00004
14.300, -0.00002, 0.00000, 0.00000, 0.00000, 0.00004
14.311, -0.00002, 0.00000, 0.00000, 0.00000, 0.00004
14.322, -0.00004, 0.00000, 0.00000, 0.00000, 0.00009
14.333, -0.00033, 0.00000, 0.00000, 0.00000, 0.00042
14.344, -0.00086, 0.00000, 0.00000, 0.00000, 0.00097
14.356, -0.00164, 0.00000, 0.00000, 0.00000, 0.00174
14.367, -0.00266, 0.00000, 0.00000, 0.00000, 0.00273
14.378, -0.00393, 0.00000, 0.00000, 0.00000, 0.00395
14.389, -0.00545, 0.00000, 0.00000, 0.00000, 0.00538
14.400, -0.00722, 0.00000, 0.00000, 0.00000, 0.00703
14.411, -0.00923, 0.00000, 0.00000, 0.00000, 0.00891
14.422, -0.01149, 0.00000, 0.00000, 0.00000, 0.01100
14.433, -0.01399, 0.00000, 0.00000, 0.00000, 0.01332
14.444, -0.01675, 0.00000, 0.00000, 0.00000, 0.01585
14.456, -0.01975, 0.00000, 0.00000, 0.00000, 0.01861
14.467, -0.02299, 0.00000, 0.00000, 0.00000, 0.02159
14.478, -0.02649, 0.00000, 0.00000, 0.00000, 0.02479
14.489, -0.03023, 0.00000, 0.00000, 0.00000, 0.02821
14.500, -0.03422, 0.00000, 0.00000, 0.00000, 0.03184
14.511, -0.03845, 0.00000, 0.00000, 0.00000, 0.03570
14.522, -0.04289, 0.00000, 0.00000, 0.00000, 0.03979
14.533, -0.04733, 0.00000, 0.00000, 0.00000, 0.04409
14.544, -0.05178, 0.00000, 0.00000, 0.00000, 0.04861
14.556, -0.05622, 0.00000, 0.00000, 0.00000, 0.05335
14.567, -0.06067, 0.00000, 0.00000, 0.00000, 0.05831
14.578, -0.06511, 0.00000, 0.00000, 0.00000, 0.06350
14.589, -0.06956, 0.00000, 0.00000, 0.00000, 0.06890
14.600, -0.07400, 0.00000, 0.00000, 0.00000, 0.07452
14.611, -0.07844, 0.00000, 0.00000, 0.00000, 0.08037
14.622, -0.08289, 0.00000, 0.00000, 0.00000, 0.08643
14.633, -0.08733, 0.00000, 0.00000, 0.00000, 0.09272
14.644, -0.09178, 0.00000, 0.00000, 0.00000, 0.09923
14.656, -0.09622, 0.00000, 0.00000, 0.00000, 0.10595
14.667, -0.10067, 0.00000, 0.00000, 0.00000, 0.11290
14.678, -0.10511, 0.00000, 0.00000, 0.00000, 0.12007
14.689, -0.10956, 0.00000, 0.00000, 0.00000, 0.12746
14.700, -0.11400, 0.00000, 0.00000, 0.00000, 0.13507
14.711, -0.11844, 0.00000, 0.00000, 0.00000, 0.14290
14.722, -0.12289, 0.00000, 0.00000, 0.00000, 0.15095
14.733, -0.12733, 0.00000, 0.00000, 0.00000, 0.15922
14.744, -0.13178, 0.00000, 0.00000, 0.00000, 0.16771
14.756, -0.13622, 0.00000, 0.00000, 0.00000, 0.17642
14.767, -0.14067, 0.00000, 0.00000, 0.00000, 0.18536
14.778, -0.14511, 0.00000, 0.00000, 0.00000, 0.19451
14.789, -0.14956, 0.00000, 0.00000, 0.00000, 0.20388
14.800, -0.15400, 0.00000, 0.00000, 0.00000, 0.21348
14.811, -0.15844, 0.00000, 0.00000, 0.00000, 0.22329
14.822, -0.16289, 0.00000, 0.00000, 0.00000, 0.23333
14.833, -0.16733, 0.00000, 0.00000, 0.00000, 0.24358
14.844, -0.17178, 0.00000, 0.00000, 0.00000, 0.25406
14.856, -0.17622, 0.00000, 0.00000, 0.00000, 0.26477
14.867, -0.18067, 0.00000, 0.00000, 0.00000, 0.27567
14.878, -0.18511, 0.00000, 0.00000, 0.00000, 0.28672
14.889, -0.18956, 0.00000, 0.00000, 0.00000, 0.29773
14.900, -0.19400, 0.00000, 0.00000, 0.00000, 0.30874
14.911, -0.19844, 0.00000, 0.00000, 0.00000, 0.31976
14.922, -0.20289, 0.00000, 0.00000, 0.00000, 0.33077
14.933, -0.20733, 0.00000, 0.00000, 0.00000, 0.34179
14.944, -0.21178, 0.00000, 0.00000, 0.00000, 0.35280
14.956, -0.21622, 0.00000, 0.00000, 0.00000, 0.36382
14.967, -0.22067, 0.00000, 0.00000, 0.00000, 0.37483
14.978, -0.22511, 0.00000, 0.00000, 0.00000, 0.38585
14.989, -0.22956, 0.00000, 0.00000, 0.00000, 0.39686
15.000, -0.23400, 0.00000, 0.00000, 0.00000, 0.40787
15.011, -0.23844, 0.00000, 0.00000, 0.00000, 0.41890
15.022, -0.24289, 0.00000, 0.00000, 0.00000, 0.42991
15.033, -0.24733, 0.00000, 0.00000, 0.00000, 0.44080
15.044, -0.25178, 0.00000, 0.00000, 0.00000, 0.45148
15.056, -0.25622, 0.00000, 0.00000, 0.00000, 0.46192
15.067, -0.26067, 0.00000, 0.00000, 0.00000, 0.47215
15.078, -0.26496, 0.00000, 0.00000, 0.00000, 0.48215
15.089, -0.26899, 0.00000, 0.00000, 0.00000, 0.49193
15.100, -0.27278, 0.00000, 0.00000, 0.00000, 0.50150
15.111, -0.27633, 0.00000, 0.00000, 0.00000, 0.51084
15.122, -0.27962, 0.00000, 0.00000, 0.00000, 0.51996
15.133, -0.28267, 0.00000, 0.00000, 0.00000, 0.52886
15.144, -0.28547, 0.00000, 0.00000, 0.00000, 0.53754
15.156, -0.28803, 0.00000, 0.00000, 0.00000, 0.54600
15.167, -0.29034, 0.00000, 0.00000, 0.00000, 0.55424
15.178, -0.29240, 0.00000, 0.00000, 0.00000, 0.56226
15.189, -0.29422, 0.00000, 0.00000, 0.00000, 0.57006
15.200, -0.29578, 0.00000, 0.00000, 0.00000, 0.57764
15.211, -0.29710, 0.00000, 0.00000, 0.00000, 0.58500
15.222, -0.29818, 0.00000, 0.00000, 0.00000, 0.59213
15.233, -0.29900, 0.00000, 0.00000, 0.00000, 0.59905
15.244, -0.29959, 0.00000, 0.00000, 0.00000, 0.60574
15.256, -0.29992, 0.00000, 0.00000, 0.00000, 0.61222
15.267, -0.30000, 0.00000, 0.00000, 0.00000, 0.61847
15.278, -0.30001, 0.00000, 0.00000, 0.00000, 0.62451
15.289, -0.30000, 0.00000, 0.00000, 0.00000, 0.63032
15.300, -0.30000, 0.00000, 0.00000, 0.00000, 0.63591
15.311, -0.30000, 0.00000, 0.00000, 0.00000, 0.64128
15.322, -0.30000, 0.00000, 0.00000, 0.00000, 0.64644
15.333, -0.30000, 0.00000, 0.00000, 0.00000, 0.65137
15.344, -0.30000, 0.00000, 0.00000, 0.00000, 0.65608
15.356, -0.30000, 0.00000, 0.00000, 0.00000, 0.66057
15.367, -0.30000, 0.00000, 0.00000, 0.00000, 0.66484
15.378, -0.30000, 0.00000, 0.00000, 0.00000, 0.66889
15.389, -0.30000, 0.00000, 0.00000, 0.00000, 0.67271
15.400, -0.30000, 0.00000, 0.00000, 0.00000, 0.67632
15.411, -0.30000, 0.00000, 0.00000, 0.00000, 0.67971
15.422, -0.30000, 0.00000, 0.00000, 0.00000, 0.68287
15.433, -0.30000, 0.00000, 0.00000, 0.00000, 0.68582
15.444, -0.30000, 0.00000, 0.00000, 0.00000, 0.68855
15.456, -0.30000, 0.00000, 0.00000, 0.00000, 0.69105
15.467, -0.30000, 0.00000, 0.00000, 0.00000, 0.69333
15.478, -0.30000, 0.00000, 0.00000, 0.00000, 0.69540
15.489, -0.30000, 0.00000, 0.00000, 0.00000, 0.69724
15.500, -0.30000, 0.00000, 0.00000, 0.00000, 0.69886
15.511, -0.30000, 0.00000, 0.00000, 0.00000, 0.70027
15.522, -0.30000, 0.00000, 0.00000, 0.00000, 0.70145
15.533, -0.30000, 0.00000, 0.00000, 0.00000, 0.70241
15.544, -0.30000, 0.00000, 0.00000, 0.00000, 0.70315
15.556, -0.30000, 0.00000, 0.00000, 0.00000, 0.70367
15.567, -0.30000, 0.00000, 0.00000, 0.00000, 0.70396
15.578, -0.30000, 0.00000, 0.00000, 0.00000, 0.70405
15.589, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.600, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.611, -0.30000, 0.00000, 0.00000, 0.00000, 0.70403
15.622, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.633, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.644, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.656, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.667, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.678, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.689, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.700, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.711, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.722, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.733, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.744, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.756, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.767, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.778, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.789, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.800, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.811, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.822, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.833, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.844, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.856, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.867, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.878, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.889, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.900, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.911, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.922, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.933, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.944, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.956, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.967, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.978, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
15.989, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.000, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.011, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.022, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.033, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.044, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.056, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.067, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.078, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.089, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.100, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.111, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.122, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.133, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.144, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.156, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.167, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.178, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.189, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.200, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.211, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.222, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.233, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.244, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.256, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.267, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.278, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.289, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.300, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.311, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.322, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.333, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.344, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.356, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.367, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.378, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.389, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.400, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.411, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.422, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.433, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.444, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.456, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.467, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.478, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.489, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.500, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.511, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.522, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.533, -0.30000, 0.00000, 0.00000, 0.00000, 0.70402
16.544, -0.30000, 0.00000, 0.00000, 0.00000, 0.70404
16.556, -0.30000, 0.00000, 0.00000, 0.00000, 0.70389
16.567, -0.30000, 0.00000, 0.00000, 0.00000, 0.70352
16.578, -0.30000, 0.00000, 0.00000, 0.00000, 0.70292
16.589, -0.30000, 0.00000, 0.00000, 0.00000, 0.70211
16.600, -0.30000, 0.00000, 0.00000, 0.00000, 0.70107
16.611, -0.30000, 0.00000, 0.00000, 0.00000, 0.69982
16.622, -0.30000, 0.00000, 0.00000, 0.00000, 0.69834
16.633, -0.30000, 0.00000, 0.00000, 0.00000, 0.69664
16.644, -0.30000, 0.00000, 0.00000, 0.00000, 0.69473
16.656, -0.30000, 0.00000, 0.00000, 0.00000, 0.69259
16.667, -0.30000, 0.00000, 0.00000, 0.00000, 0.69023
16.678, -0.30000, 0.00000, 0.00000, 0.00000, 0.68765
16.689, -0.30000, 0.00000, 0.00000, 0.00000, 0.68485
16.700, -0.30000, 0.00000, 0.00000, 0.00000, 0.68183
16.711, -0.30000, 0.00000, 0.00000, 0.00000, 0.67859
16.722, -0.30000, 0.00000, 0.00000, 0.00000, 0.67513
16.733, -0.30000, 0.00000, 0.00000, 0.00000, 0.67145
16.744, -0.30000, 0.00000, 0.00000, 0.00000, 0.66754
16.756, -0.30000, 0.00000, 0.00000, 0.00000, 0.66342
16.767, -0.30000, 0.00000, 0.00000, 0.00000, 0.65908
16.778, -0.30000, 0.00000, 0.00000, 0.00000, 0.65451
16.789, -0.30000, 0.00000, 0.00000, 0.00000, 0.64973
16.800, -0.30000, 0.00000, 0.00000, 0.00000, 0.64472
16.811, -0.30000, 0.00000, 0.00000, 0.00000, 0.63950
16.822, -0.30000, 0.00000, 0.00000, 0.00000, 0.63405
16.833, -0.30000, 0.00000, 0.00000, 0.00000, 0.62838
16.844, -0.30002, 0.00000, 0.00000, 0.00000, 0.62250
16.856, -0.29997, 0.00000, 0.00000, 0.00000, 0.61639
16.867, -0.29979, 0.00000, 0.00000, 0.00000, 0.61006
16.878, -0.29933, 0.00000, 0.00000, 0.00000, 0.60351
16.889, -0.29863, 0.00000, 0.00000, 0.00000, 0.59674
16.900, -0.29768, 0.00000, 0.00000, 0.00000, 0.58975
16.911, -0.29648, 0.00000, 0.00000, 0.00000, 0.58254
16.922, -0.29504, 0.00000, 0.00000, 0.00000, 0.57511
16.933, -0.29335, 0.00000, 0.00000, 0.00000, 0.56745
16.944, -0.29141, 0.00000, 0.00000, 0.00000, 0.55958
16.956, -0.28923, 0.00000, 0.00000, 0.00000, 0.55149
16.967, -0.28680, 0.00000, 0.00000, 0.00000, 0.54317
16.978, -0.28412, 0.00000, 0.00000, 0.00000, 0.53464
16.989, -0.28120, 0.00000, 0.00000, 0.00000, 0.52588
17.000, -0.27803, 0.00000, 0.00000, 0.00000, 0.51691
17.011, -0.27461, 0.00000, 0.00000, 0.00000, 0.50771
17.022, -0.27094, 0.00000, 0.00000, 0.00000, 0.49829
17.033, -0.26703, 0.00000, 0.00000, 0.00000, 0.48866
17.044, -0.26287, 0.00000, 0.00000, 0.00000, 0.47880
17.056, -0.25848, 0.00000, 0.00000, 0.00000, 0.46872
17.067, -0.25402, 0.00000, 0.00000, 0.00000, 0.45842
17.078, -0.24958, 0.00000, 0.00000, 0.00000, 0.44791
17.089, -0.24514, 0.00000, 0.00000, 0.00000, 0.43714
17.100, -0.24069, 0.00000, 0.00000, 0.00000, 0.42620
17.111, -0.23625, 0.00000, 0.00000, 0.00000, 0.41518
17.122, -0.23180, 0.00000, 0.00000, 0.00000, 0.40415
17.133, -0.22736, 0.00000, 0.00000, 0.00000, 0.39314
17.144, -0.22292, 0.00000, 0.00000, 0.00000, 0.38213
17.156, -0.21847, 0.00000, 0.00000, 0.00000, 0.37111
17.167, -0.21403, 0.00000, 0.00000, 0.00000, 0.36010
17.178, -0.20958, 0.00000, 0.00000, 0.00000, 0.34908
17.189, -0.20514, 0.00000, 0.00000, 0.00000, 0.33807
17.200, -0.20069, 0.00000, 0.00000, 0.00000, 0.32706
17.211, -0.19625, 0.00000, 0.00000, 0.00000, 0.31604
17.222, -0.19180, 0.00000, 0.00000, 0.00000, 0.30503
17.233, -0.18736, 0.00000, 0.00000, 0.00000, 0.29402
17.244, -0.18292, 0.00000, 0.00000, 0.00000, 0.28299
17.256, -0.17847, 0.00000, 0.00000, 0.00000, 0.27197
17.267, -0.17403, 0.00000, 0.00000, 0.00000, 0.26113
17.278, -0.16958, 0.00000, 0.00000, 0.00000, 0.25050
17.289, -0.16514, 0.00000, 0.00000, 0.00000, 0.24010
17.300, -0.16069, 0.00000, 0.00000, 0.00000, 0.22992
17.311, -0.15625, 0.00000, 0.00000, 0.00000, 0.21996
17.322, -0.15180, 0.00000, 0.00000, 0.00000, 0.21022
17.333, -0.14736, 0.00000, 0.00000, 0.00000, 0.20070
17.344, -0.14292, 0.00000, 0.00000, 0.00000, 0.19140
17.356, -0.13847, 0.00000, 0.00000, 0.00000, 0.18232
17.367, -0.13403, 0.00000, 0.00000, 0.00000, 0.17346
17.378, -0.12958, 0.00000, 0.00000, 0.00000, 0.16482
17.389, -0.12514, 0.00000, 0.00000, 0.00000, 0.15640
17.400, -0.12069, 0.00000, 0.00000, 0.00000, 0.14821
17.411, -0.11625, 0.00000, 0.00000, 0.00000, 0.14023
17.422, -0.11180, 0.00000, 0.00000, 0.00000, 0.13248
17.433, -0.10736, 0.00000, 0.00000, 0.00000, 0.12494
17.444, -0.10292, 0.00000, 0.00000, 0.00000, 0.11763
17.456, -0.09847, 0.00000, 0.00000, 0.00000, 0.11053
17.467, -0.09403, 0.00000, 0.00000, 0.00000, 0.10366
17.478, -0.08958, 0.00000, 0.00000, 0.00000, 0.09701
17.489, -0.08514, 0.00000, 0.00000, 0.00000, 0.09057
17.500, -0.08069, 0.00000, 0.00000, 0.00000, 0.08436
17.511, -0.07625, 0.00000, 0.00000, 0.00000, 0.07837
17.522, -0.07180, 0.00000, 0.00000, 0.00000, 0.07260
17.533, -0.06736, 0.00000, 0.00000, 0.00000, 0.06705
17.544, -0.06292, 0.00000, 0.00000, 0.00000, 0.06172
17.556, -0.05847, 0.00000, 0.00000, 0.00000, 0.05661
17.567, -0.05403, 0.00000, 0.00000, 0.00000, 0.05172
17.578, -0.04958, 0.00000, 0.00000, 0.00000, 0.04706
17.589, -0.04513, 0.00000, 0.00000, 0.00000, 0.04261
17.600, -0.04070, 0.00000, 0.00000, 0.00000, 0.03838
17.611, -0.03633, 0.00000, 0.00000, 0.00000, 0.03438
17.622, -0.03221, 0.00000, 0.00000, 0.00000, 0.03059
17.633, -0.02835, 0.00000, 0.00000, 0.00000, 0.02703
17.644, -0.02473, 0.00000, 0.00000, 0.00000, 0.02368
17.656, -0.02136, 0.00000, 0.00000, 0.00000, 0.02056
17.667, -0.01823, 0.00000, 0.00000, 0.00000, 0.01766
17.678, -0.01536, 0.00000, 0.00000, 0.00000, 0.01497
17.689, -0.01273, 0.00000, 0.00000, 0.00000, 0.01251
17.700, -0.01034, 0.00000, 0.00000, 0.00000, 0.01027
17.711, -0.00820, 0.00000, 0.00000, 0.00000, 0.00825
17.722, -0.00631, 0.00000, 0.00000, 0.00000, 0.00645
17.733, -0.00467, 0.00000, 0.00000, 0.00000, 0.00487
17.744, -0.00327, 0.00000, 0.00000, 0.00000, 0.00351
17.756, -0.00212, 0.00000, 0.00000, 0.00000, 0.00237
17.767, -0.00122, 0.00000, 0.00000, 0.00000, 0.00146
17.778, -0.00057, 0.00000, 0.00000, 0.00000, 0.00076
17.789, -0.00016, 0.00000, 0.00000, 0.00000, 0.00028
17.800, 0.00001, 0.00000, 0.00000, 0.00000, 0.00002
17.811, 0.00001, -0.00000, -0.00000, 0.00000, 0.00002
17.822, 0.00000, -0.00000, -0.00000, 0.00000, 0.00002
17.833, 0.00000, -0.00000, -0.00000, 0.00000, 0.00002
17.844, 0.00000, -0.00000, -0.00000, 0.00000, 0.00002
17.856, 0.00000, -0.00000, -0.00000, 0.00000, 0.00001
17.867, 0.00000, -0.00000, -0.00000, 0.00001, 0.00001
17.878, 0.00000, -0.00000, -0.00000, 0.00001, 0.00001
17.889, 0.00000, -0.00000, -0.00000, 0.00001, 0.00001
17.900, 0.00000, -0.00000, -0.00000, 0.00001, 0.00001
17.911, 0.00000, -0.00000, -0.00000, 0.00001, 0.00000
17.922, 0.00000, -0.00000, -0.00000, 0.00001, 0.00000
17.933, 0.00000, -0.00000, -0.00000, 0.00001, 0.00000
17.944, 0.00000, -0.00000, -0.00000, 0.00001, -0.00000
17.956, 0.00000, -0.00000, -0.00000, 0.00001, -0.00000
17.967, 0.00000, -0.00000, -0.00000, 0.00001, -0.00000
17.978, 0.00000, -0.00000, -0.00000, 0.00001, -0.00001
17.989, 0.00000, -0.00000, -0.00000, 0.00001, -0.00001
18.000, 0.00000, -0.00000, -0.00000, 0.00001, -0.00001
18.011, 0.00000, -0.00000, -0.00000, 0.00001, -0.00001
18.022, 0.00000, -0.00000, -0.00000, 0.00001, -0.00001
18.033, 0.00000, -0.00000, -0.00001, 0.00001, -0.00001
18.044, 0.00000, -0.00000, -0.00001, 0.00001, -0.00001
18.056, 0.00000, -0.00000, -0.00001, 0.00001, -0.00001
18.067, 0.00000, -0.00000, -0.00001, 0.00001, -0.00001
18.078, 0.00000, -0.00000, -0.00001, 0.00001, -0.00002
18.089, 0.00000, -0.00000, -0.00001, 0.00001, -0.00002
